ID interactor A	ID interactor B	Alt. ID interactor A	Alt. ID interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)	Processing Status	
DIP-6885N|refseq:NP_289796|uniprotkb:P25663	DIP-6885N|refseq:NP_289796|uniprotkb:P25663	-	-	-	-	MI:0013(biophysical)|MI:0071(molecular sieving)|MI:0028(cosedimentation in solution)	-	pubmed:12445774|pubmed:DIP-4258S|pubmed:12445774|pubmed:DIP-4258S|pubmed:12445774|pubmed:DIP-4258S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-51644E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)		-
DIP-11011N|refseq:NP_415790|uniprotkb:P06612	DIP-10146N|refseq:NP_417876|uniprotkb:P00490	 -	-	-	-	MI:0676(tandem affinity purification)|MI:0363(inferred by author)|MI:0676(tandem affinity purification)	-	pubmed:19402753|pubmed:DIP-12313S|pubmed:19402753|pubmed:DIP-12313S|pubmed:15690043|pubmed:DIP-4168S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-51801E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-11630N|refseq:NP_415884|uniprotkb:P76069	DIP-11099N|refseq:NP_415469|uniprotkb:P43672	 -	-	-	-	MI:0676(tandem affinity purification)|MI:0363(inferred by author)|MI:0676(tandem affinity purification)	-	pubmed:19402753|pubmed:DIP-12313S|pubmed:19402753|pubmed:DIP-12313S|pubmed:15690043|pubmed:DIP-4168S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-51963E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-11099N|refseq:NP_415469|uniprotkb:P43672	DIP-11277N|refseq:NP_414897|uniprotkb:Q47536	 -	-	-	-	MI:0363(inferred by author)|MI:0676(tandem affinity purification)|MI:0676(tandem affinity purification)	-	pubmed:19402753|pubmed:DIP-12313S|pubmed:19402753|pubmed:DIP-12313S|pubmed:15690043|pubmed:DIP-4168S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-51962E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-339N|refseq:NP_313151|uniprotkb:P0A6F5	DIP-11354N|refseq:NP_415140|uniprotkb:P39177	 -	-	-	-	MI:0029(cosedimentation through density gradient)|MI:0019(coimmunoprecipitation)|MI:0676(tandem affinity purification)	-	pubmed:12071968|pubmed:DIP-4212S|pubmed:12071968|pubmed:DIP-4212S|pubmed:15690043|pubmed:DIP-4168S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0915(physical association)	MI:0465(dip)	DIP-52317E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)|dip:0005(high throughput)		-
DIP-9703N|refseq:NP_415410|uniprotkb:P46889	DIP-11414N|refseq:NP_415301|uniprotkb:P75767	 -	-	-	-	MI:0363(inferred by author)|MI:0676(tandem affinity purification)|MI:0676(tandem affinity purification)	-	pubmed:19402753|pubmed:DIP-12313S|pubmed:15690043|pubmed:DIP-4168S|pubmed:19402753|pubmed:DIP-12313S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-52419E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-10752N|refseq:NP_417760|uniprotkb:P02413	DIP-11459N|refseq:NP_415398|uniprotkb:P75829	 -	-	-	-	MI:0363(inferred by author)|MI:0676(tandem affinity purification)|MI:0676(tandem affinity purification)	-	pubmed:19402753|pubmed:DIP-12313S|pubmed:19402753|pubmed:DIP-12313S|pubmed:15690043|pubmed:DIP-4168S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-52458E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-1100N|refseq:NP_416455|uniprotkb:P06974	DIP-11480N|refseq:NP_415447|uniprotkb:P75849	 -	-	-	-	MI:0363(inferred by author)|MI:0676(tandem affinity purification)|MI:0676(tandem affinity purification)	-	pubmed:19402753|pubmed:DIP-12313S|pubmed:19402753|pubmed:DIP-12313S|pubmed:15690043|pubmed:DIP-4168S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-52497E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-9027N|refseq:NP_414741|uniprotkb:P30750	DIP-11103N|refseq:NP_418258|uniprotkb:P03018	 -	-	-	-	MI:0363(inferred by author)|MI:0676(tandem affinity purification)|MI:0676(tandem affinity purification)	-	pubmed:19402753|pubmed:DIP-12313S|pubmed:15690043|pubmed:DIP-4168S|pubmed:19402753|pubmed:DIP-12313S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-52020E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-11103N|refseq:NP_418258|uniprotkb:P03018	DIP-10923N|refseq:NP_417355|uniprotkb:Q46812	 -	-	-	-	MI:0363(inferred by author)|MI:0676(tandem affinity purification)|MI:0676(tandem affinity purification)	-	pubmed:19402753|pubmed:DIP-12313S|pubmed:19402753|pubmed:DIP-12313S|pubmed:15690043|pubmed:DIP-4168S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-52026E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-9437N|refseq:NP_414702|uniprotkb:P15723	DIP-11103N|refseq:NP_418258|uniprotkb:P03018	 -	-	-	-	MI:0363(inferred by author)|MI:0676(tandem affinity purification)|MI:0676(tandem affinity purification)	-	pubmed:19402753|pubmed:DIP-12313S|pubmed:15690043|pubmed:DIP-4168S|pubmed:19402753|pubmed:DIP-12313S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-52028E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-11103N|refseq:NP_418258|uniprotkb:P03018	DIP-10146N|refseq:NP_417876|uniprotkb:P00490	 -	-	-	-	MI:0363(inferred by author)|MI:0676(tandem affinity purification)|MI:0676(tandem affinity purification)	-	pubmed:19402753|pubmed:DIP-12313S|pubmed:19402753|pubmed:DIP-12313S|pubmed:15690043|pubmed:DIP-4168S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-52034E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-11103N|refseq:NP_418258|uniprotkb:P03018	DIP-10458N|refseq:NP_415452|uniprotkb:P04825	 -	-	-	-	MI:0363(inferred by author)|MI:0676(tandem affinity purification)|MI:0676(tandem affinity purification)	-	pubmed:19402753|pubmed:DIP-12313S|pubmed:19402753|pubmed:DIP-12313S|pubmed:15690043|pubmed:DIP-4168S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-52035E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-10555N|refseq:NP_415471|uniprotkb:P43671	DIP-11103N|refseq:NP_418258|uniprotkb:P03018	 -	-	-	-	MI:0363(inferred by author)|MI:0676(tandem affinity purification)|MI:0676(tandem affinity purification)	-	pubmed:19402753|pubmed:DIP-12313S|pubmed:19402753|pubmed:DIP-12313S|pubmed:15690043|pubmed:DIP-4168S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-52036E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-10733N|refseq:NP_418600|uniprotkb:P21499	DIP-10752N|refseq:NP_417760|uniprotkb:P02413	 -	-	-	-	MI:0363(inferred by author)|MI:0676(tandem affinity purification)|MI:0676(tandem affinity purification)|MI:0676(tandem affinity purification)	-	pubmed:19402753|pubmed:DIP-12313S|pubmed:15690043|pubmed:DIP-4168S|pubmed:19402753|pubmed:DIP-12313S|pubmed:19402753|pubmed:DIP-12313S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-52073E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-10782N|uniprotkb:P02358	DIP-10733N|refseq:NP_418600|uniprotkb:P21499	 -	-	-	-	MI:0363(inferred by author)|MI:0676(tandem affinity purification)|MI:0676(tandem affinity purification)|MI:0676(tandem affinity purification)	-	pubmed:19402753|pubmed:DIP-12313S|pubmed:19402753|pubmed:DIP-12313S|pubmed:19402753|pubmed:DIP-12313S|pubmed:15690043|pubmed:DIP-4168S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-52085E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-12834N|refseq:NP_417134|uniprotkb:P52143	DIP-11180N|uniprotkb:P27305	 -	-	-	-	MI:0676(tandem affinity purification)|MI:0363(inferred by author)|MI:0676(tandem affinity purification)	-	pubmed:19402753|pubmed:DIP-12313S|pubmed:19402753|pubmed:DIP-12313S|pubmed:15690043|pubmed:DIP-4168S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-52176E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-11196N|refseq:NP_414739|uniprotkb:P28635	DIP-9281N|refseq:NP_416752|uniprotkb:P77808	 -	-	-	-	MI:0676(tandem affinity purification)|MI:0363(inferred by author)|MI:0676(tandem affinity purification)	-	pubmed:19402753|pubmed:DIP-12313S|pubmed:19402753|pubmed:DIP-12313S|pubmed:15690043|pubmed:DIP-4168S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-52184E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-11263N|refseq:NP_414859|uniprotkb:P75691	DIP-11196N|refseq:NP_414739|uniprotkb:P28635	 -	-	-	-	MI:0363(inferred by author)|MI:0676(tandem affinity purification)|MI:0676(tandem affinity purification)	-	pubmed:19402753|pubmed:DIP-12313S|pubmed:19402753|pubmed:DIP-12313S|pubmed:15690043|pubmed:DIP-4168S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-52187E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-11196N|refseq:NP_414739|uniprotkb:P28635	DIP-12710N|refseq:NP_415507|uniprotkb:P75885	 -	-	-	-	MI:0363(inferred by author)|MI:0676(tandem affinity purification)|MI:0676(tandem affinity purification)	-	pubmed:19402753|pubmed:DIP-12313S|pubmed:19402753|pubmed:DIP-12313S|pubmed:15690043|pubmed:DIP-4168S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-52188E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-11311N|refseq:NP_414978|uniprotkb:P77756	DIP-9078N|refseq:NP_418608|uniprotkb:P33224	 -	-	-	-	MI:0363(inferred by author)|MI:0676(tandem affinity purification)|MI:0676(tandem affinity purification)	-	pubmed:19402753|pubmed:DIP-12313S|pubmed:19402753|pubmed:DIP-12313S|pubmed:15690043|pubmed:DIP-4168S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-52219E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-11890N|refseq:NP_416601|uniprotkb:P76417	DIP-11311N|refseq:NP_414978|uniprotkb:P77756	 -	-	-	-	MI:0363(inferred by author)|MI:0676(tandem affinity purification)|MI:0676(tandem affinity purification)	-	pubmed:19402753|pubmed:DIP-12313S|pubmed:19402753|pubmed:DIP-12313S|pubmed:15690043|pubmed:DIP-4168S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-52225E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-10782N|uniprotkb:P02358	DIP-11459N|refseq:NP_415398|uniprotkb:P75829	 -	-	-	-	MI:0363(inferred by author)|MI:0676(tandem affinity purification)|MI:0676(tandem affinity purification)	-	pubmed:19402753|pubmed:DIP-12313S|pubmed:15690043|pubmed:DIP-4168S|pubmed:19402753|pubmed:DIP-12313S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-52474E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-10920N|refseq:NP_417071|uniprotkb:P21507	DIP-11459N|refseq:NP_415398|uniprotkb:P75829	 -	-	-	-	MI:0363(inferred by author)|MI:0676(tandem affinity purification)|MI:0676(tandem affinity purification)	-	pubmed:19402753|pubmed:DIP-12313S|pubmed:15690043|pubmed:DIP-4168S|pubmed:19402753|pubmed:DIP-12313S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-52479E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-11459N|refseq:NP_415398|uniprotkb:P75829	DIP-6159N|uniprotkb:P0CE47	 -	-	-	-	MI:0363(inferred by author)|MI:0676(tandem affinity purification)|MI:0676(tandem affinity purification)	-	pubmed:19402753|pubmed:DIP-12313S|pubmed:15690043|pubmed:DIP-4168S|pubmed:19402753|pubmed:DIP-12313S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-52481E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-11459N|refseq:NP_415398|uniprotkb:P75829	DIP-10733N|refseq:NP_418600|uniprotkb:P21499	 -	-	-	-	MI:0363(inferred by author)|MI:0676(tandem affinity purification)|MI:0676(tandem affinity purification)	-	pubmed:19402753|pubmed:DIP-12313S|pubmed:19402753|pubmed:DIP-12313S|pubmed:15690043|pubmed:DIP-4168S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-52482E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-11262N|refseq:NP_414858|uniprotkb:P77554	DIP-11480N|refseq:NP_415447|uniprotkb:P75849	 -	-	-	-	MI:0676(tandem affinity purification)|MI:0363(inferred by author)|MI:0676(tandem affinity purification)	-	pubmed:19402753|pubmed:DIP-12313S|pubmed:19402753|pubmed:DIP-12313S|pubmed:15690043|pubmed:DIP-4168S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-52499E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-12299N|uniprotkb:P46474	DIP-11180N|uniprotkb:P27305	 -	-	-	-	MI:0363(inferred by author)|MI:0676(tandem affinity purification)|MI:0676(tandem affinity purification)	-	pubmed:19402753|pubmed:DIP-12313S|pubmed:19402753|pubmed:DIP-12313S|pubmed:15690043|pubmed:DIP-4168S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-52175E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-9460N|refseq:NP_414556|uniprotkb:P08622	DIP-11354N|refseq:NP_415140|uniprotkb:P39177	 -	-	-	-	MI:0363(inferred by author)|MI:0676(tandem affinity purification)|MI:0676(tandem affinity purification)	-	pubmed:19402753|pubmed:DIP-12313S|pubmed:15690043|pubmed:DIP-4168S|pubmed:19402753|pubmed:DIP-12313S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-52315E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-12060N|refseq:NP_311474|uniprotkb:P33635	DIP-10733N|refseq:NP_418600|uniprotkb:P21499	 -	-	-	-	MI:0676(tandem affinity purification)|MI:0676(tandem affinity purification)	-	pubmed:15690043|pubmed:DIP-4168S|pubmed:15690043|pubmed:DIP-4168S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-52101E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-11331N|uniprotkb:P45571	DIP-12423N|refseq:NP_290182|uniprotkb:P36564	 -	-	-	-	MI:0676(tandem affinity purification)|MI:0676(tandem affinity purification)	-	pubmed:15690043|pubmed:DIP-4168S|pubmed:15690043|pubmed:DIP-4168S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-52311E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-12026N|refseq:NP_416938|uniprotkb:P76543	DIP-9942N|refseq:NP_415183|uniprotkb:P77319	 -	-	-	-	MI:0676(tandem affinity purification)|MI:0363(inferred by author)|MI:0676(tandem affinity purification)	-	pubmed:19402753|pubmed:DIP-12313S|pubmed:19402753|pubmed:DIP-12313S|pubmed:15690043|pubmed:DIP-4168S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-52342E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-9942N|refseq:NP_415183|uniprotkb:P77319	DIP-12384N|refseq:NP_417986|uniprotkb:P37649	 -	-	-	-	MI:0676(tandem affinity purification)|MI:0363(inferred by author)|MI:0676(tandem affinity purification)	-	pubmed:19402753|pubmed:DIP-12313S|pubmed:19402753|pubmed:DIP-12313S|pubmed:15690043|pubmed:DIP-4168S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-52347E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-11414N|refseq:NP_415301|uniprotkb:P75767	DIP-11955N|refseq:NP_416750|uniprotkb:P77215	 -	-	-	-	MI:0363(inferred by author)|MI:0676(tandem affinity purification)|MI:0676(tandem affinity purification)	-	pubmed:19402753|pubmed:DIP-12313S|pubmed:19402753|pubmed:DIP-12313S|pubmed:15690043|pubmed:DIP-4168S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-52416E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)		-
