ID interactor A	ID interactor B	Alt. ID interactor A	Alt. ID interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)	Processing Status	
DIP-237N|uniprotkb:P47825	DIP-239N|refseq:NP_523391|uniprotkb:Q27272	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:16895980|pubmed:DIP-17231S|pubmed:16895980|pubmed:DIP-17231S|pubmed:16895980|pubmed:DIP-17231S|pubmed:19541607|pubmed:DIP-12811S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-104109E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-49006N|refseq:NP_726579|uniprotkb:Q95RR6	DIP-49006N|refseq:NP_726579|uniprotkb:Q95RR6	-	-	-	-	MI:0826(x ray scattering)|MI:0071(molecular sieving)	-	pubmed:19846792|pubmed:DIP-12922S|pubmed:19846792|pubmed:DIP-12922S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-104185E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-38648N|refseq:NP_523604|uniprotkb:P16621	DIP-38648N|refseq:NP_523604|uniprotkb:P16621	-	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:19889974|pubmed:DIP-12931S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0915(physical association)	MI:0465(dip)	DIP-104192E	dip-quality-status:core	dip:0004(small scale)		-
DIP-18331N|uniprotkb:P54733	DIP-648N|uniprotkb:P23573	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:19966222|pubmed:DIP-12956S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0915(physical association)	MI:0465(dip)	DIP-104253E	dip-quality-status:core	dip:0004(small scale)		-
DIP-41570N|uniprotkb:Q9VUQ5	DIP-18402N|refseq:NP_650098	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:19805217|pubmed:DIP-12871S|pubmed:19805217|pubmed:DIP-12871S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-104052E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-23060N|refseq:NP_477463|uniprotkb:Q9U5W9	DIP-48904N|refseq:NP_608334|uniprotkb:Q9VWF2	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:19541607|pubmed:DIP-12811S|pubmed:19541607|pubmed:DIP-12811S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-104089E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-48904N|refseq:NP_608334|uniprotkb:Q9VWF2	DIP-48905N|refseq:NP_651288|uniprotkb:Q9VC36	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:19541607|pubmed:DIP-12811S|pubmed:19541607|pubmed:DIP-12811S|pubmed:19541607|pubmed:DIP-12811S|pubmed:19541607|pubmed:DIP-12811S|pubmed:19541607|pubmed:DIP-12811S|pubmed:19541607|pubmed:DIP-12811S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-104078E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-34025N|refseq:NP_525036|uniprotkb:Q24472	DIP-21076N|uniprotkb:Q27368	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:17517653|pubmed:DIP-16814S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0915(physical association)	MI:0465(dip)	DIP-108919E	dip-quality-status:core	dip:0004(small scale)		-
DIP-35774N|refseq:NP_609085|uniprotkb:Q9VM64	DIP-51313N|uniprotkb:Q02936	 -	-	-	-	MI:0028(cosedimentation in solution)|MI:0071(molecular sieving)|MI:0096(pull down)|MI:0114(x-ray crystallography)|MI:0065(isothermal titration calorimetry)|MI:0096(pull down)	-	pubmed:17077139|pubmed:DIP-17327S|pubmed:17077139|pubmed:DIP-17327S|pubmed:20231458|pubmed:DIP-14532S|pubmed:17077139|pubmed:DIP-17327S|pubmed:18794898|pubmed:DIP-15449S|pubmed:21828006|pubmed:DIP-15330S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-120295E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-17196N|refseq:NP_524155|uniprotkb:Q9VVX3	DIP-21613N|refseq:NP_572285|uniprotkb:Q9W450	 -	-	-	-	MI:0018(two hybrid)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:16682643|pubmed:DIP-17094S|pubmed:16682643|pubmed:DIP-17094S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-141063E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-18225N|refseq:NP_648121|uniprotkb:P48554	DIP-17500N|refseq:NP_524407|uniprotkb:P06002	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:20176938|pubmed:DIP-14412S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0915(physical association)	MI:0465(dip)	DIP-185706E	dip-quality-status:core	dip:0004(small scale)		-
DIP-32843N|uniprotkb:P68198	DIP-58614N|uniprotkb:Q7YU24	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:20194754|pubmed:DIP-14416S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0915(physical association)	MI:0465(dip)	DIP-185717E	dip-quality-status:core	dip:0004(small scale)		-
DIP-58615N|refseq:NP_610941|uniprotkb:Q95U20	DIP-32843N|uniprotkb:P68198	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:20194754|pubmed:DIP-14416S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0915(physical association)	MI:0465(dip)	DIP-185718E	dip-quality-status:core	dip:0004(small scale)		-
DIP-58614N|uniprotkb:Q7YU24	DIP-58616N|uniprotkb:Q7KTX7	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:20194754|pubmed:DIP-14416S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0915(physical association)	MI:0465(dip)	DIP-185719E	dip-quality-status:core	dip:0004(small scale)		-
DIP-58571N|uniprotkb:Q9W1H5	DIP-58571N|uniprotkb:Q9W1H5	-	-	-	-	MI:0071(molecular sieving)|MI:0104(static light scattering)|MI:0114(x-ray crystallography)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:19966221|pubmed:DIP-14389S|pubmed:19966221|pubmed:DIP-14389S|pubmed:19966221|pubmed:DIP-14389S|pubmed:19966221|pubmed:DIP-14389S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0915(physical association)	MI:0465(dip)	DIP-185620E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-58943N|uniprotkb:C4XVI7	DIP-58943N|uniprotkb:C4XVI7	-	-	-	-	MI:0010(beta galactosidase complementation)	-	pubmed:20689801|pubmed:DIP-14464S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0407(direct interaction)	MI:0465(dip)	DIP-186231E	dip-quality-status:core	dip:0004(small scale)		-
DIP-19869N|refseq:NP_523412|uniprotkb:Q9VWE0	DIP-19869N|refseq:NP_523412|uniprotkb:Q9VWE0	-	-	-	-	MI:0010(beta galactosidase complementation)	-	pubmed:20689801|pubmed:DIP-14464S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0407(direct interaction)	MI:0465(dip)	DIP-186230E	dip-quality-status:core	dip:0004(small scale)		-
DIP-58972N|uniprotkb:Q9N675	DIP-18521N|refseq:NP_788005	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:21666802|pubmed:DIP-14481S|pubmed:21666802|pubmed:DIP-14481S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-186279E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-20374N|refseq:NP_733403|uniprotkb:Q9VA38	DIP-58972N|uniprotkb:Q9N675	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:21666802|pubmed:DIP-14481S|pubmed:21666802|pubmed:DIP-14481S|pubmed:21666802|pubmed:DIP-14481S|pubmed:21666802|pubmed:DIP-14481S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-186280E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-20374N|refseq:NP_733403|uniprotkb:Q9VA38	DIP-18521N|refseq:NP_788005	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:21666802|pubmed:DIP-14481S|pubmed:21666802|pubmed:DIP-14481S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-186281E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-19188N|refseq:NP_572930	DIP-18521N|refseq:NP_788005	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:21666802|pubmed:DIP-14481S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0915(physical association)	MI:0465(dip)	DIP-186283E	dip-quality-status:core	dip:0004(small scale)		-
DIP-58988N|refseq:NP_996246|uniprotkb:Q8MYL1	DIP-17903N|refseq:NP_649974|uniprotkb:Q8T913	 -	-	-	-	MI:0096(pull down)	-	pubmed:20154706|pubmed:DIP-14511S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0407(direct interaction)	MI:0465(dip)	DIP-186332E	dip-quality-status:core	dip:0004(small scale)		-
DIP-58989N|uniprotkb:Q29QV6	DIP-17903N|refseq:NP_649974|uniprotkb:Q8T913	 -	-	-	-	MI:0096(pull down)	-	pubmed:20154706|pubmed:DIP-14511S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0407(direct interaction)	MI:0465(dip)	DIP-186333E	dip-quality-status:core	dip:0004(small scale)		-
DIP-19869N|refseq:NP_523412|uniprotkb:Q9VWE0	DIP-58943N|uniprotkb:C4XVI7	 -	-	-	-	MI:0010(beta galactosidase complementation)|MI:0007(anti tag coimmunoprecipitation)|MI:0010(beta galactosidase complementation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:20689801|pubmed:DIP-14464S|pubmed:20689801|pubmed:DIP-14464S|pubmed:20689801|pubmed:DIP-14464S|pubmed:20689801|pubmed:DIP-14464S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0407(direct interaction)|MI:0915(physical association)|MI:0407(direct interaction)|MI:0915(physical association)	MI:0465(dip)	DIP-186229E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-59000N|refseq:NP_647481|uniprotkb:Q9IJX4	DIP-41570N|uniprotkb:Q9VUQ5	 -	-	-	-	MI:0096(pull down)|MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:20400949|pubmed:DIP-14528S|pubmed:20400949|pubmed:DIP-14528S|pubmed:20400949|pubmed:DIP-14528S	taxid:12136(Cricket paralysis virus)	taxid:7227(Drosophila melanogaster)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-186371E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-41570N|uniprotkb:Q9VUQ5	DIP-17366N|refseq:NP_523899|uniprotkb:P02828	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:20639883|pubmed:DIP-14572S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0915(physical association)	MI:0465(dip)	DIP-186571E	dip-quality-status:core	dip:0004(small scale)		-
DIP-59032N|refseq:NP_477247|uniprotkb:Q9V6K1	DIP-59032N|refseq:NP_477247|uniprotkb:Q9V6K1	-	-	-	-	MI:0071(molecular sieving)|MI:0114(x-ray crystallography)|MI:0040(electron microscopy)	-	pubmed:20676100|pubmed:DIP-14574S|pubmed:20676100|pubmed:DIP-14574S|pubmed:20676100|pubmed:DIP-14574S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-186573E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-34805N|refseq:NP_609152|uniprotkb:Q9VLW8	DIP-41570N|uniprotkb:Q9VUQ5	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:20639883|pubmed:DIP-14572S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0915(physical association)	MI:0465(dip)	DIP-186630E	dip-quality-status:core	dip:0004(small scale)		-
DIP-54444N|refseq:NP_523778|uniprotkb:A1ZAW0	DIP-41570N|uniprotkb:Q9VUQ5	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:20639883|pubmed:DIP-14572S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0915(physical association)	MI:0465(dip)	DIP-186631E	dip-quality-status:core	dip:0004(small scale)		-
DIP-23869N|refseq:NP_725637	DIP-23869N|refseq:NP_725637	-	-	-	-	MI:0410(electron tomography)|MI:0029(cosedimentation through density gradient)	-	pubmed:21220123|pubmed:DIP-14674S|pubmed:21220123|pubmed:DIP-14674S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-187069E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-31484N|refseq:NP_524017|uniprotkb:Q9XYF4	DIP-23869N|refseq:NP_725637	 -	-	-	-	MI:0029(cosedimentation through density gradient)|MI:0410(electron tomography)	-	pubmed:21220123|pubmed:DIP-14674S|pubmed:21220123|pubmed:DIP-14674S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-187070E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-59112N|refseq:NP_724578|uniprotkb:Q8T9B6	DIP-59112N|refseq:NP_724578|uniprotkb:Q8T9B6	-	-	-	-	MI:0071(molecular sieving)|MI:0114(x-ray crystallography)|MI:0028(cosedimentation in solution)	-	pubmed:21397184|pubmed:DIP-14683S|pubmed:21397184|pubmed:DIP-14683S|pubmed:21397184|pubmed:DIP-14683S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-187079E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-22529N|refseq:NP_477121|uniprotkb:P49735	DIP-23633N|refseq:NP_511048	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:21378962|pubmed:DIP-14626S|pubmed:21378962|pubmed:DIP-14626S|pubmed:21378962|pubmed:DIP-14626S|pubmed:21378962|pubmed:DIP-14626S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-187101E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-23545N|refseq:NP_524308	DIP-23633N|refseq:NP_511048	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:21378962|pubmed:DIP-14626S|pubmed:21378962|pubmed:DIP-14626S|pubmed:21378962|pubmed:DIP-14626S|pubmed:21378962|pubmed:DIP-14626S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-187102E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-23633N|refseq:NP_511048	DIP-35346N|refseq:NP_477185|uniprotkb:Q26454	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:21378962|pubmed:DIP-14626S|pubmed:21378962|pubmed:DIP-14626S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-187103E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-59081N|refseq:NP_523984|uniprotkb:Q9XYU0	DIP-23633N|refseq:NP_511048	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:21378962|pubmed:DIP-14626S|pubmed:21378962|pubmed:DIP-14626S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-187105E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-23633N|refseq:NP_511048	DIP-20144N|refseq:NP_569880|uniprotkb:O96989	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:16798881|pubmed:DIP-17189S|pubmed:21378962|pubmed:DIP-14626S|pubmed:16798881|pubmed:DIP-17189S|pubmed:21378962|pubmed:DIP-14626S|pubmed:16798881|pubmed:DIP-17189S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-187106E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-21825N|refseq:NP_612086	DIP-23633N|refseq:NP_511048	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:21378962|pubmed:DIP-14626S|pubmed:21378962|pubmed:DIP-14626S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-187107E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-23633N|refseq:NP_511048	DIP-21820N|refseq:NP_608826	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:21378962|pubmed:DIP-14626S|pubmed:21378962|pubmed:DIP-14626S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-187108E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-23633N|refseq:NP_511048	DIP-59082N|refseq:NP_572624|uniprotkb:Q9W2V7	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:21378962|pubmed:DIP-14626S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0915(physical association)	MI:0465(dip)	DIP-187109E	dip-quality-status:core	dip:0004(small scale)		-
DIP-17615N|refseq:NP_651457	DIP-23633N|refseq:NP_511048	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:21378962|pubmed:DIP-14626S|pubmed:21378962|pubmed:DIP-14626S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-187110E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-59082N|refseq:NP_572624|uniprotkb:Q9W2V7	DIP-17615N|refseq:NP_651457	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:21378962|pubmed:DIP-14626S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0915(physical association)	MI:0465(dip)	DIP-187111E	dip-quality-status:core	dip:0004(small scale)		-
DIP-17448N|uniprotkb:P48598	DIP-59201N|uniprotkb:Q9W4M7	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:21331043|pubmed:DIP-14768S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0915(physical association)	MI:0465(dip)	DIP-187373E	dip-quality-status:core	dip:0004(small scale)		-
DIP-59201N|uniprotkb:Q9W4M7	DIP-52140N|uniprotkb:P21187	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0096(pull down)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:21331043|pubmed:DIP-14768S|pubmed:21331043|pubmed:DIP-14768S|pubmed:23687048|pubmed:DIP-17468S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0915(physical association)|MI:0407(direct interaction)|MI:0915(physical association)	MI:0465(dip)	DIP-187282E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-17448N|uniprotkb:P48598	DIP-52140N|uniprotkb:P21187	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:21331043|pubmed:DIP-14768S|pubmed:21331043|pubmed:DIP-14768S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-187284E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
